完成編,8,味気ない,あじけない,い形容詞,
基礎編,17,あじさい,あじさい,名詞,
基礎編,長文１,味付け,あじつけ,動詞／名詞,
基礎編,18,味わう,あじわう,動詞,
完成編,5,足を伸ばす,あしをのばす,慣用句,
完成編,9,足を運ぶ,あしをはこぶ,慣用句,
基礎編,6,明日,あす,名詞／副詞,
基礎編,15,預ける,あずける,動詞,
基礎編,2,あそび,あそび,名詞,
基礎編,1,与える,あたえる,動詞,
完成編,2,頭に来る,あたまにくる,慣用句,
完成編,10,頭を下げる,あたまをさげる,慣用句,
完成編,長文２,頭を悩ませる,あたまをなやませる,慣用句,
完成編,10,頭をひねる,あたまをひねる,慣用句,
完成編,6,～当たり,あたり,接辞（機能語）,一人当たり
完成編,2,（～に）あたり,あたり,動詞（複合辞）,開会にあたり～
基礎編,14,あたりまえ,あたりまえ,名詞,
基礎編,12,当たる,あたる,動詞,→該当する
基礎編,8,当たる,あたる,動詞,予想が当たる、物が当たる
完成編,1,悪化,あっか,動詞／名詞,
基礎編,長文３,扱い,あつかい,名詞,
基礎編,長文３,扱う,あつかう,動詞,
完成編,０７関連語,厚かましい,あつかましい,い形容詞,
基礎編,12,あっさり,あっさり,副詞,
基礎編,19,あっという間に,あっというまに,副詞（複合）,
完成編,8,アップ,あっぷ,動詞／名詞（カタ）,
基礎編,12,厚み,あつみ,名詞,
完成編,7,あてはめる,あてはめる,動詞,
基礎編,8,当てる,あてる,動詞,→予想、光りを当てる、手を当てる
完成編,12,あてる,あてる,動詞,
完成編,8,あと,あと,名詞,跡
完成編,5,後片づけ,あとかたづけ,動詞／名詞,
基礎編,19,アドバイス,あどばいす,動詞／名詞（カタ）,
基礎編,20,穴,あな,名詞,
基礎編,4,アナウンス,あなうんす,動詞／名詞（カタ）,
完成編,8,アナログ,あなろぐ,名詞（カタ）,
完成編,8,アナログ時計,あなろぐどけい,名詞（カタ）,
基礎編,17,油,あぶら,名詞,
基礎編,17,油っぽい,あぶらっぽい,い形容詞（複合）,
完成編,5,あふれる,あふれる,動詞,
基礎編,長文４,甘い,あまい,い形容詞,～に甘い
基礎編,15,雨具,あまぐ,名詞,
基礎編,4,アマチュア,あまちゅあ,名詞（カタ）,
基礎編,12,甘み,あまみ,名詞,
完成編,5,甘やかす,あまやかす,動詞,
完成編,3,～余り,あまり,接辞（接尾語）,
完成編,6,あまり（に）,あまり（に）,副詞,
基礎編,13,アメリカンフットボール,あめりかんふっとぼーる,名詞（カタ）,
基礎編,長文１,怪しい,あやしい,い形容詞,
完成編,会話４,誤り,あやまり,名詞,
完成編,会話４,誤る,あやまる,動詞,
完成編,1,歩む,あゆむ,動詞,
完成編,7,あらかじめ,あらかじめ,副詞,
完成編,1,争う,あらそう,動詞,
完成編,10,新た,あらた,な形容詞,
完成編,2,改まる,あらたまる,動詞,
基礎編,10,改めて,あらためて,副詞,
完成編,3,あらゆる,あらゆる,連体詞,
基礎編,2,表す・表わす,あらわす,動詞,
基礎編,10,現れる・現われる,あらわれる,動詞,
基礎編,2,アリ,あり,名詞,蟻
基礎編,会話３,有り難い,ありがたい,い形容詞,
完成編,3,あるいは,あるいは,接続詞,
完成編,０６聴解問題,歩き回る,あるきまわる,動詞（複合動詞）,
基礎編,5,ある程度,あるていど,副詞（複合）,
完成編,０８関連語,アルファベット順,あるふぁべっとじゅん,名詞（複合）,
完成編,8,あれこれ,あれこれ,名詞,
完成編,1,アレルギー,あれるぎー,名詞（カタ）,
基礎編,2,合わせる,あわせる,動詞,指を合わせる
完成編,7,慌てる,あわてる,動詞,
完成編,5,案,あん,名詞,
完成編,長文３,安易,あんい,な形容詞,
基礎編,18,案外,あんがい,副詞,
基礎編,5,アンケート,あんけーと,名詞（カタ）,
完成編,2,安定,あんてい,動詞／名詞,
完成編,7,安定性,あんていせい,名詞,
完成編,会話４,案内状,あんないじょう,名詞,
基礎編,18,案の定,あんのじょう,副詞,
基礎編,20,言い合う,いいあう,動詞（複合動詞）,
完成編,4,言い表す,いいあらわす,動詞（複合動詞）,
完成編,長文１,言い返す,いいかえす,動詞（複合動詞）,
完成編,6,言い換える,いいかえる,動詞（複合動詞）,
基礎編,19,いい加減に,いいかげんに,副詞（複合）,
完成編,11,言いなり,いいなり,名詞,
完成編,10,言い分,いいぶん,名詞,
基礎編,20,言い間違い,いいまちがい,名詞,
完成編,会話２,言い訳,いいわけ,動詞／名詞,
完成編,9,委員会,いいんかい,名詞,
基礎編,2,家中,いえじゅう,名詞,
基礎編,1,イエロー,いえろー,名詞（カタ）,
基礎編,4,意外,いがい,な形容詞,
基礎編,7,～以外,いがい,接辞（接尾語）,
基礎編,8,意外にも,いがいにも,副詞,
基礎編,会話４,いかが,いかが,副詞,
完成編,3,生かす,いかす,動詞,
基礎編,16,いかにも,いかにも,副詞,
完成編,11,怒り,いかり,名詞,
完成編,11,怒る,いかる,動詞,
完成編,5,生き生きする,いきいきする,動詞,
完成編,12,勢い,いきおい,名詞,
完成編,10,行き止まり,いきどまり,名詞,
完成編,０２聴解問題,生き物,いきもの,名詞,
基礎編,9,生きる,いきる,動詞,
基礎編,10,（～て）いく（１）,いく,動詞（機能語）,→動作方向
基礎編,13,（～て）いく（２）,いく,動詞（機能語）,→アスペクト
完成編,１０関連語,居心地,いここち,名詞,
基礎編,14,居酒屋,いざかや,名詞,
完成編,０１聴解問題,いざ（というとき）,いざというとき,副詞（複合）,
完成編,1,遺産,いさん,名詞,
完成編,6,意志,いし,名詞,
完成編,長文２,維持,いじ,動詞／名詞,
完成編,長文１,石頭,いしあたま,名詞,
基礎編,17,意識,いしき,動詞／名詞,
完成編,9,石の上にも三年,いしのうえにもさんねん,慣用句（ことわざ）,
完成編,1,いじめる,いじめる,動詞,
完成編,長文１,慰謝料,いしゃりょう,名詞,
基礎編,長文２,異常,いじょう,な形容詞,
完成編,長文１,意地悪,いじわる,な形容詞,
完成編,12,いずれ,いずれ,副詞,
完成編,０７聴解問題,異性,いせい,名詞,
基礎編,長文３,以前（は）,いぜん　,副詞,
完成編,9,依然として,いぜんとして,副詞（複合）,
基礎編,12,板,いた,名詞,
完成編,12,抱く,いだく,動詞,
基礎編,12,痛み,いたみ,名詞,
完成編,０５関連語,痛む,いたむ,動詞,
基礎編,18,いためる,いためる,動詞,炒める
完成編,０５関連語,痛める,いためる,動詞,
完成編,2,至る,いたる,動詞,
完成編,10,いちいち,いちいち,副詞,
基礎編,長文３,一員,いちいん,名詞,
完成編,5,一応,いちおう,副詞,
完成編,5,一度に,いちどに,副詞,
完成編,4,一人前,いちにんまえ,名詞,
基礎編,11,一部,いちぶ,名詞,
完成編,11,一律,いちりつ,副詞,
完成編,9,一流,いちりゅう,名詞,
完成編,7,一回戦,いっかいせん,名詞,
完成編,10,一気に,いっきに,副詞,
完成編,4,一見,いっけん,副詞,
完成編,12,一向に,いっこうに,副詞,
完成編,12,一戸建て,いっこだて,名詞,
完成編,4,一切,いっさい,副詞,
基礎編,11,一生,いっしょう,名詞,
完成編,2,一斉に,いっせいに,副詞,
完成編,０４聴解問題,一石二鳥,いっせきにちょう,慣用句（ことわざ）,
基礎編,12,一層,いっそう,副詞,
完成編,長文１,一体,いったい,副詞,
完成編,長文２,一体となる,いったいとなる,慣用句,
完成編,会話４,いったん,いったん,副詞,
完成編,０２関連,一致,いっち,動詞／名詞,
完成編,9,一定,いってい,名詞,
基礎編,3,いっぱい,いっぱい,名詞／副詞,
基礎編,14,一般,いっぱん,名詞,
基礎編,13,一般的,いっぱんてき,な形容詞,
基礎編,長文４,一服,いっぷく,動詞／名詞,
基礎編,14,一方,いっぽう,接続詞,
完成編,０４※,（～する）一方,いっぽう,名詞（機能語）,～する一方だ
基礎編,11,一方,いっぽう,名詞,どちらか一方
完成編,8,一方的,いっぽうてき,な形容詞,
完成編,1,いつまでも,いつまでも,副詞（複合）,
完成編,12,遺伝子,いでんし,名詞,
完成編,10,意図,いと,動詞／名詞,
基礎編,12,いとこ,いとこ,名詞,
完成編,9,営み,いとなみ,名詞,
完成編,9,営む,いとなむ,動詞,
完成編,2,命,いのち,名詞,
完成編,１０聴解問題,威張る,いばる,動詞,
完成編,10,いびき,いびき,名詞,
完成編,長文１,異文化,いぶんか,名詞,
完成編,長文１,異文化間コミュニケーション,いぶんかかん～,名詞（カタ）,
完成編,5,違法,いほう,な形容詞,
基礎編,1,居間,いま,名詞,
完成編,長文１,今頃,いまごろ,副詞,
完成編,０８聴解問題,今さら,いまさら,副詞,
基礎編,3,今では,いまでは,副詞,
基礎編,3,今でも,いまでも,副詞（複合）,
完成編,9,今時,いまどき,名詞／副詞,
完成編,2,いまひとつ,いまひとつ,名詞,
基礎編,1,今まで,いままで,副詞（複合）,
基礎編,1,イメージ,いめーじ,動詞／名詞（カタ）,
完成編,12,嫌々,いやいや,副詞,
完成編,1,嫌がらせ,いやがらせ,動詞／名詞,
完成編,会話１,癒し,いやし,名詞,
完成編,会話１,癒す,いやす,動詞,
完成編,12,いよいよ,いよいよ,副詞,
完成編,7,意欲,いよく,名詞,
完成編,2,以来,いらい,副詞,
基礎編,14,いらいら,いらいら,副詞（擬態）,
基礎編,5,医療,いりょう,名詞,
完成編,5,岩,いわ,名詞,
基礎編,12,いわば,いわば,副詞,
基礎編,12,いわゆる,いわゆる,副詞,
完成編,9,因果関係,いんがかんけい,名詞,
完成編,1,印刷,いんさつ,動詞／名詞,
基礎編,9,飲酒運転,いんしゅうんてん,名詞　,
完成編,1,印象,いんしょう,名詞,
完成編,6,引退,いんたい,動詞／名詞,
基礎編,16,インタビュー,いんたびゅー,名詞（カタ）,
基礎編,1,ウイスキー,ういすきー,名詞（カタ）,
基礎編,14,ウイルス,ういるす,名詞（カタ）,
基礎編,20,ウインク,ういんく,動詞／名詞（カタ）,
基礎編,6,ウインドーショッピング,ういんどーしょっぴんぐ,動詞／名詞（カタ）,
基礎編,15,ウール,うーる,名詞（カタ）,
完成編,8,うかがう,うかがう,動詞,推察する
基礎編,13,浮かぶ,うかぶ,動詞,
基礎編,17,浮き上がる,うきあがる,動詞（複合動詞）,
完成編,1,浮く,うく,動詞,
完成編,4,承る,うけたまわる,動詞,
完成編,長文１,受け付ける,うけつける,動詞（複合動詞）,
完成編,1,受け取る,うけとる,動詞（複合動詞）,
基礎編,2,牛,うし,名詞,
完成編,3,失う,うしなう,動詞,
基礎編,17,後ろ姿,うしろすがた,名詞,
完成編,０２関連語,薄型,うすがた,名詞,
基礎編,17,薄暗い,うすぐらい,い形容詞,
完成編,9,うそをつく,うそをつく,慣用句,
完成編,11,疑う,うたがう,動詞,
完成編,12,疑わしい,うたがわしい,い形容詞,
基礎編,5,うち,うち,名詞,２つの－で
完成編,０３関連語,打ち上げる,うちあげる,動詞（複合動詞）,
完成編,会話４,打ち合わせる,うちあわせる,動詞（複合動詞）,
完成編,6,宇宙,うちゅう,名詞,
完成編,11,うちわ,うちわ,名詞,
完成編,１１聴解問題,内訳,うちわけ,名詞,
基礎編,20,うっかり,うっかり,副詞,
基礎編,7,美しい,うつくしい,い形容詞,
完成編,3,映す,うつす,動詞,
完成編,3,訴える,うったえる,動詞,
完成編,長文３,うっぷん,うっぷん,名詞,
完成編,０４聴解問題,映る,うつる,動詞,
完成編,1,写る,うつる,動詞,
完成編,１０関連語,移る,うつる,動詞,
基礎編,2,腕,うで,名詞,
基礎編,6,うとうと,うとうと,副詞（擬態）,
基礎編,20,うなずく,うなずく,動詞,
完成編,０６関連語,奪い取る,うばいとる,動詞（複合動詞）,
完成編,０６関連語,奪う,うばう,動詞,
基礎編,19,うまく,うまく,副詞,→上手に
基礎編,12,うまみ,うまみ,名詞,
完成編,4,有無,うむ,名詞,
完成編,4,埋め立てる,うめたてる,動詞（複合動詞）,
基礎編,5,埋める,うめる,動詞,
基礎編,17,裏がある,うらがある,慣用句,
基礎編,18,裏切る,うらぎる,動詞,
基礎編,8,占い,うらない,名詞,
基礎編,8,占い師,うらないし,名詞,
基礎編,15,占う　,うらなう,動詞,
完成編,6,うらやましい,うらやましい,い形容詞,
完成編,１２関連語,うらやむ,うらやむ,動詞,
基礎編,18,売り上げ,うりあげ,名詞,
完成編,０３関連語,売り上げる,うりあげる,動詞（複合動詞）,
基礎編,16,雨量,うりょう,名詞,
完成編,8,浮気,うわき,動詞／名詞,
完成編,１１関連語,上回る,うわまわる,動詞,
基礎編,8,運,うん,名詞,
完成編,5,運営,うんえい,動詞／名詞,
基礎編,3,運賃,うんちん,名詞,
基礎編,6,運転手,うんてんしゅ,名詞,
完成編,０４聴解問題,運搬,うんぱん,動詞／名詞,
完成編,4,運命,うんめい,名詞,
完成編,０８関連語,英英（辞典）,えいえい（じてん）,名詞,
基礎編,1,影響,えいきょう,動詞／名詞,
完成編,4,営業マン,えいぎょうまん,名詞,
基礎編,9,衛星放送,えいせいほうそう,名詞,
完成編,０６聴解問題,映像,えいぞう,名詞,
基礎編,9,栄養,えいよう,名詞,
完成編,9,栄養素,えいようそ,名詞,
完成編,０４関連語「,営利,えいり,名詞,
完成編,０８関連語,英和（辞典）,えいわ（じてん）,名詞,
完成編,０４関連語,ＡＴＭ,エーティーエム,名詞,
基礎編,14,笑顔,えがお,名詞,
完成編,1,描く,えがく,動詞,
基礎編,6,SF映画,えすえふえいが,名詞,
基礎編,15,エスニック（料理）,えすにっくりょうり,名詞（カタ）,
完成編,12,枝,えだ,名詞,
完成編,長文３,ＮＨＫ,えぬえいちけー,名詞（固有）,
基礎編,14,NK（細胞）,えぬけいさいぼう,名詞（固有）,
完成編,０４関連語,ＮＧＯ,エヌジーオー,名詞,
完成編,1,ＮＰＯ,えぬぴーおー,名詞,
完成編,10,偉い,えらい,い形容詞,
基礎編,12,エリート,えりーと,名詞（カタ）,
基礎編,9,得る,える,動詞,
基礎編,5,円,えん,名詞,形
完成編,会話５,縁,えん,名詞,
完成編,5,演歌,えんか,名詞,
完成編,12,延期,えんき,動詞／名詞,
基礎編,12,演技,えんぎ,動詞／名詞,
完成編,１１聴解問題,円グラフ,えんぐらふ,名詞（カタ）,
基礎編,15,園芸,えんげい,名詞,
基礎編,19,園児,えんじ,名詞,
完成編,12,猿人,えんじん,名詞,
基礎編,6,エンスト,えんすと,動詞／名詞（カタ）,
基礎編,17,演奏,えんそう,動詞／名詞,
基礎編,8,～円玉,えんだま　,接辞（接尾語）,
完成編,０６聴解問題,延長,えんちょう,動詞／名詞,
完成編,０９関連語,延長戦,えんちょうせん,名詞,
完成編,長文２,塩分,えんぶん,名詞,
完成編,０１関連語,追いかける,おいかける,動詞（複合動詞）,
完成編,０１関連語,追いつく,おいつく,動詞（複合動詞）,
完成編,０９関連語,追い抜く,おいぬく,動詞（複合動詞）,
完成編,3,追いやる,おいやる,動詞（複合動詞）,
完成編,7,追う,おう,動詞,
完成編,8,負う,おう,動詞,
基礎編,8,応援,おうえん,動詞／名詞,
基礎編,会話７,応じる,おうじる,動詞（～じる／ずる）,
完成編,9,往復,おうふく,動詞／名詞,
完成編,3,応募,おうぼ,動詞／名詞,
基礎編,16,大雨,おおあめ,名詞,
完成編,長文３,大いに,おおいに,副詞,
完成編,12,覆う,おおう,動詞,
完成編,長文３,大がかり,おおがかり,な形容詞,
基礎編,18,大方,おおかた,名詞,「－の予想」
完成編,０２関連語,大型,おおがた,名詞,
完成編,０１聴解問題,大声,おおごえ,名詞,
基礎編,5,大阪城,おおさかじょう,名詞（固有）,
基礎編,18,オーバー,おーばー,な形容詞,誇張
基礎編,20,オーバー,おーばー,動詞／名詞（カタ）,
基礎編,15,大ばか,おおばか,名詞／な形容詞,
完成編,12,大幅,おおはば,な形容詞,
完成編,１１聴解問題,大瓶,おおびん,名詞,
基礎編,12,大昔,おおむかし,名詞,
基礎編,会話８,大家（さん）,おおや（さん）,名詞,
基礎編,9,大雪　,おおゆき,名詞,
完成編,8,犯す,おかす,動詞,
基礎編,3,お金持ち,おかねもち,名詞,
完成編,11,お上,おかみ,名詞,
基礎編,18,おかわり,おかわり,動詞／名詞,
完成編,6,置き換える,おきかえる,動詞（複合動詞）,
完成編,会話４,補う,おぎなう,動詞,
完成編,2,お越し,おこし,名詞,
基礎編,17,怒りっぽい,おこりっぽい,い形容詞（複合）,
基礎編,6,起こる,おこる,動詞,事故が起こる
基礎編,会話１,怒る,おこる,動詞,
基礎編,17,おごる,おごる,動詞,
完成編,5,抑える,おさえる,動詞,
完成編,5,幼い,おさない,い形容詞,
完成編,長文１,幼なじみ,おさななじみ,名詞,
完成編,1,治まる,おさまる,動詞,
完成編,11,納める,おさめる,動詞,
完成編,1,治める,おさめる,動詞,
完成編,会話５,惜しい,おしい,い形容詞,
基礎編,2,おじぎ,おじぎ,動詞／名詞,
完成編,8,押し倒す,おしたおす,動詞（複合動詞）,
完成編,１２関連語,惜しむ,おしむ,動詞,
完成編,０１聴解問題,おしゃべり,おしゃべる,動詞／名詞,
基礎編,1,お邪魔します,おじゃまします,慣用句,
完成編,１０関連語,お洒落,おしゃれ,な形容詞,
完成編,長文２,押し寄せる,おしよせる,動詞（複合動詞）,
完成編,会話５,お世辞,おせじ,名詞,
完成編,4,汚染,おせん,動詞／名詞,
基礎編,18,お総菜,おそうざい,名詞,
完成編,8,おそらく,おそらく,副詞,
完成編,9,おそれ,おそれ,名詞,（～する）おそれがある
基礎編,会話２,恐れ入る,おそれいる,動詞　,
完成編,１２関連語,恐れる,おそれる,動詞,
基礎編,15,教わる,おそわる,動詞,
基礎編,20,お互い,おたがい,副詞,
基礎編,会話５,お互い様　,おたがいさま,名詞,
完成編,8,落ち込む,おちこむ,動詞（複合動詞）,
基礎編,17,落ち着く,おちつく,動詞,
完成編,12,お使い,おつかい,名詞,
完成編,会話６,追って,おって,副詞,→後で
基礎編,2,おでこ,おでこ,名詞,
完成編,2,脅かす,おどかす,動詞,
基礎編,3,お年寄り,おとしより,名詞,
基礎編,14,訪れる,おとずれる,動詞,
基礎編,2,大人,おとな,名詞,
基礎編,10,おとなしい,おとなしい,い形容詞,
基礎編,17,大人っぽい,おとなっぽい,い形容詞（複合）,
完成編,1,衰える,おとろえる,動詞,
基礎編,4,驚く,おどろく,動詞,
基礎編,2,鬼,おに,名詞,
基礎編,18,お似合い,おにあい,名詞,
基礎編,16,おにぎり,おにぎり,名詞,
基礎編,2,鬼ごっこ,おにごっこ,名詞,
完成編,2,脅かす,おびやかす,動詞,
基礎編,12,帯びる,おびる,動詞,
基礎編,長文４,オフィス,おふぃす,名詞（カタ）,
完成編,8,覚える,おぼえる,動詞,親しみを覚える
完成編,長文１,おぼれる,おぼれる,動詞,
基礎編,9,お盆,おぼん,名詞,
完成編,長文１,思い,おもい,名詞,
完成編,10,思い浮かぶ,おもいうかぶ,動詞（複合動詞）,
完成編,会話３,思い切って,おもいきって,副詞,
基礎編,14,思い切り,おもいきり,副詞,
完成編,長文１,思い込む,おもいこむ,動詞（複合動詞）,
基礎編,3,思いつく,おもいつく,動詞,
完成編,9,主に,おもに／しゅに,副詞,
基礎編,12,重み,おもみ,名詞,
基礎編,10,思わず,おもわず,副詞,
基礎編,長文４,親子,おやこ,名詞,
基礎編,長文４,おやつ,おやつ,名詞,
基礎編,2,親指,おやゆび,名詞,
完成編,6,およそ,およそ,副詞,
完成編,3,および,および,接続詞,
完成編,０４関連語,及ぶ,およぶ,動詞,
完成編,０４関連語,及ぼす,およぼす,動詞,
完成編,12,オランウータン,おらんうーたん,名詞（カタ）,
完成編,12,おり,おり,名詞,檻
基礎編,3,オリンピック,おりんぴっく,名詞（カタ）,
基礎編,13,お礼,おれい,名詞,
完成編,１１関連語,折れ線グラフ,おれせんぐらふ,名詞（カタ）,
基礎編,1,オレンジ,おれんじ,名詞,色名
基礎編,6,～終わる,おわる,動詞（機能語）,→完了
基礎編,長文２,温室,おんしつ,名詞,
完成編,11,御社,おんしゃ,名詞,
完成編,2,音声,おんせい,名詞,
完成編,4,温暖,おんだん,な形容詞,
基礎編,長文２,温暖化,おんだんか,名詞,
基礎編,長文２,温度,おんど,名詞,
完成編,3,蚊,か,名詞,
完成編,5,カーナビゲーション,かーなびげーしょん,名詞（カタ）,
完成編,０４関連語,害,がい,名詞,
完成編,5,買い上げる,かいあげる,動詞（複合動詞）,
完成編,4,会員制,かいいんせい,名詞,
完成編,０４聴解問題,買い換える,かいかえる,動詞（複合動詞）,
完成編,3,改革,かいかく,名詞,
基礎編,会話２,解決,かいけつ,動詞／名詞,
完成編,長文２,介護,かいご,動詞／名詞,
完成編,2,開催,かいさい,動詞／名詞,
完成編,１２聴解問題,開示,かいじ,動詞／名詞,
完成編,9,回収,かいしゅう,動詞／名詞,
基礎編,長文３,外出,がいしゅつ,動詞／名詞,
完成編,3,外食,がいしょく,動詞／名詞,
基礎編,12,海水,かいすい,名詞,
基礎編,19,～回生,かいせい,接辞（接尾語）,
完成編,1,改正,かいせい,動詞／名詞,
完成編,1,解説,かいせつ,動詞／名詞,
完成編,長文２,改善,かいぜん,動詞／名詞,
基礎編,2,快速（電車）,かいそく,名詞,
基礎編,20,快適,かいてき,な形容詞,
基礎編,長文３,飼い主,かいぬし,名詞,
完成編,2,開発,かいはつ,動詞／名詞,
基礎編,会話１,会費,かいひ,名詞,
完成編,3,回復,かいふく,動詞／名詞,
完成編,１２聴解問題,開放,かいほう,動詞／名詞,
完成編,０１聴解問題,開放的,かいほうてき,な形容詞,
完成編,11,解明,かいめい,動詞／名詞,
完成編,1,外来語,がいらいご,名詞,
完成編,2,改良,かいりょう,動詞／名詞,
基礎編,1,カウンター,かうんたー,名詞（カタ）,
基礎編,11,かえって,かえって,副詞,
基礎編,6,代える,かえる,動詞,
完成編,8,顔見知り,かおみしり,名詞,
基礎編,12,香り,かおり,名詞,
基礎編,7,画家,がか,名詞,
完成編,6,抱える,かかえる,動詞,
完成編,11,価格,かかく,名詞,
基礎編,19,化学,かがく,名詞,
基礎編,12,化学調味料,かがくちょうみりょう,名詞,
基礎編,19,科学的,かがくてき,な形容詞,
完成編,6,欠かさず,かかさず,副詞（複合）,
基礎編,2,かかと,かかと,名詞,
完成編,3,鏡,かがみ,名詞,
完成編,4,輝く,かがやく,動詞,
完成編,3,かかわる,かかわる,動詞,
完成編,7,下記,かき,名詞,
完成編,０３関連語,書き上げる,かきあげる,動詞（複合動詞）,
基礎編,14,限る,かぎる,動詞,
完成編,11,額,がく,名詞,
基礎編,12,格言,かくげん,名詞,
完成編,3,格差,かくさ,名詞,
基礎編,20,学習,がくしゅう,動詞／名詞,
基礎編,14,隠す,かくす,動詞,
完成編,3,学生証,がくせいしょう,名詞,
完成編,6,拡大,かくだい,動詞／名詞,
基礎編,2,各地,かくち,名詞,
完成編,2,確定,かくてい,動詞／名詞,
完成編,11,確定申告,かくていしんこく,動詞／名詞,
基礎編,12,格闘技,かくとうぎ,名詞,
完成編,０９関連語,獲得,かくとく,動詞／名詞,
基礎編,3,学費,がくひ,名詞,
完成編,０４※,学部,がくぶ,名詞,
基礎編,17,額縁,がくぶち,名詞,
完成編,12,核兵器,かくへいき,名詞,
完成編,2,確保,かくほ,動詞／名詞,
完成編,12,学名,がくめい,名詞,
完成編,長文２,確立,かくりつ,動詞／名詞,
基礎編,3,学歴,がくれき,名詞,
基礎編,14,隠れる,かくれる,動詞,
完成編,１０関連語,～掛け,がけ,接辞（接尾語）,３人掛けのテーブル
完成編,9,可決,かけつ,動詞／名詞,
完成編,12,かけ離れる,かけはなれる,動詞（複合動詞）,
基礎編,10,かける,かける,動詞,時間をかける
基礎編,7,掛ける,かける,動詞,掛け算
完成編,2,～かける,かける,動詞（機能語）,→開始（食べかける）
完成編,０１関連語,～かける,かける,動詞（複合成分）,話しかける
基礎編,長文２,過去,かこ,名詞,
完成編,7,加工,かこう,動詞／名詞,
完成編,8,下降,かこう,動詞／名詞,
完成編,9,過酷,かこく,な形容詞,
完成編,3,囲む,かこむ,動詞,
基礎編,16,火災,かさい,名詞,
基礎編,7,重なる,かさなる,動詞,
基礎編,7,重ねる,かさねる,動詞,
基礎編,16,火山,かざん,名詞,
完成編,1,家事,かじ,名詞,
完成編,2,貸し借り,かしかり,名詞,
基礎編,長文２,賢い,かしこい,い形容詞,
完成編,０３関連語,果樹園,かじゅえん,名詞,
完成編,会話４,（～）箇所,かしょ,名詞,
完成編,4,頭文字,かしらもじ,名詞,
基礎編,8,数,かず,名詞,
完成編,3,霞が関,かすみがせき,名詞（固有）,
完成編,11,課する,かする,動詞,
完成編,8,火星,かせい,名詞,
完成編,11,課税,かぜい,名詞,
完成編,12,化石,かせき,名詞,
完成編,会話３,稼ぐ,かせぐ,動詞,
完成編,会話３,カセットコンロ,かせっとこんろ,名詞（カタ）,
基礎編,2,肩,かた,名詞,
完成編,2,～型,がた,接辞（接尾語）,
完成編,10,～難い,かたい,接辞（機能語）,
完成編,9,片思い,かたおもい,動詞／名詞,
基礎編,5,片側,かたがわ,名詞,
完成編,6,かたまり,かたまり,名詞,
完成編,長文３,傾ける,かたむける,動詞,
完成編,０３関連語,偏る,かたよる,動詞,
基礎編,20,語り合う,かたりあう,動詞（複合動詞）,
完成編,2,語る,かたる,動詞,
完成編,10,肩を持つ,かたをもつ,慣用句,
基礎編,16,～がち,がち,接辞（機能語）,
完成編,1,価値（観）,かち（かん）,名詞,
基礎編,17,課長,かちょう,名詞,
完成編,4,活気,かっき,名詞,
基礎編,5,学期,がっき,名詞,
完成編,6,画期的,かっきてき,な形容詞,
完成編,０５聴解問題,合宿,がっくしゅ,動詞／名詞,
